DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1420429-DCA,Business,12/31/2023,Active,03/01/2012,Tobacco Retail Dealer,325 DREAMLAND INC,,325,2ND AVE,,NEW YORK,NY,10003,212-777-2181,Manhattan,1,106,02,1019591,1008990032,MN21,48,,-73.98280615392041,40.73529269372657,"(40.73529269372657, -73.98280615392041)"
1210579-DCA,Business,12/31/2023,Active,09/21/2005,Tobacco Retail Dealer,"CAMPOS, PATRICIA",CAMPOS DELI GROCERY,204,HIGHLAWN AVE,,BROOKLYN,NY,11223,718-768-6676,Brooklyn,3,311,47,3178126,3066750005,BK29,408,,-73.97836014681953,40.60351798384883,"(40.60351798384883, -73.97836014681953)"
2002579-661-DCA,Business,12/31/2023,Active,01/14/2014,Tobacco Retail Dealer,"LEDESMIA, AMARILIS",AMOR DELI GROCERY,21,CONVENT AVE,,NEW YORK,NY,10027,212-864-3880,Manhattan,1,109,09,1059591,1019680029,MN06,21303,,-73.95309388584313,40.81361650172399,"(40.81361650172399, -73.95309388584313)"
2015112-1-DCA,Business,12/31/2023,Active,10/30/2014,Tobacco Retail Dealer,T & A GOURMET DELI CORP,,891,GRAND ST,,BROOKLYN,NY,11211,7183887614,Brooklyn,3,301,34,3070470,3029230027,BK90,481,,-73.93839744310189,40.71251521970372,"(40.71251521970372, -73.93839744310189)"
2038497-1-DCA,Business,12/31/2023,Active,06/01/2016,Tobacco Retail Dealer,ALI HUSSEIN ELTAREB,M AND A DELI GROCERY,6920,FRESH POND RD,,RIDGEWOOD,NY,11385,917-215-2838,Queens,4,405,30,4085250,4035360027,QN20,583,,-73.89535408963494,40.702981761018286,"(40.702981761018286, -73.89535408963494)"
2015118-1-DCA,Business,12/31/2023,Active,10/31/2014,Tobacco Retail Dealer,SHIRLEYN MINI MARKET CORP,,808,E 149TH ST,,BRONX,NY,10455,347-329-9504,Bronx,2,201,08,2003971,2025820034,BX39,31,,-73.90607719453277,40.81260517649689,"(40.81260517649689, -73.90607719453277)"
2070706-1-DCA,Business,12/31/2023,Active,05/08/2018,Tobacco Retail Dealer,"MG DELI GROCERY, CORP.",,917,SHERIDAN AVE,,BRONX,NY,10451,718-864-1719,Bronx,2,204,16,2002811,2024610022,BX14,18301,,-73.92050954754087,40.827566515534734,"(40.827566515534734, -73.92050954754087)"
1338959-DCA,Business,12/31/2023,Active,11/17/2009,Tobacco Retail Dealer,GAJANAND CONVENIENCE INC.,,2218,154TH ST,,WHITESTONE,NY,11357,718-961-2443,Queens,4,407,19,4107052,4047110075,QN49,1033,,-73.80918639688728,40.7780116551885,"(40.7780116551885, -73.80918639688728)"
1346075-DCA,Business,12/31/2023,Active,02/26/2010,Tobacco Retail Dealer,DUMONT DELI & GROCERY INC.,,690,LINWOOD ST,,BROOKLYN,NY,11208,718-813-1124,Brooklyn,3,305,42,3090191,3040660039,BK82,1164,,-73.88121989231998,40.66849642950485,"(40.66849642950485, -73.88121989231998)"
2066731-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,ANGIES DELI GRILL CORP.,ANGIE'S DELI,56,LEWIS AVE,,BROOKLYN,NY,11206,7188725474,Brooklyn,3,303,36,3042922,3015880035,BK35,283,,-73.93763024731273,40.69589525134207,"(40.69589525134207, -73.93763024731273)"
1342871-DCA,Business,12/31/2023,Active,12/27/2009,Tobacco Retail Dealer,M&A GOURMET DELI INC,,777,ALLERTON AVE,,BRONX,NY,10467,7186520994,Bronx,2,211,13,2053702,2045120001,BX07,340,,-73.8642659578276,40.86550080416603,"(40.86550080416603, -73.8642659578276)"
2066729-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,RICHMOND HILL BAGELS CORP.,,51,RICHMOND HILL RD,,STATEN ISLAND,NY,10314,917-846-7270,Staten Island,5,502,51,5038364,5023800550,SI24,27706,,-74.16612660681376,40.58811689049728,"(40.58811689049728, -74.16612660681376)"
1080835-DCA,Business,12/31/2023,Active,05/11/2001,Tobacco Retail Dealer,"RAMOS, ESTEBAN R",STEVEN DELI & GROCERY,3924,7TH AVE,,BROOKLYN,NY,11232,718-972-3498,Brooklyn,3,307,38,3017860,3009140043,BK34,88,,-73.9997044994896,40.64843576496292,"(40.64843576496292, -73.9997044994896)"
2032682-1-DCA,Business,12/31/2023,Active,01/25/2016,Tobacco Retail Dealer,BEDFORD 101 FOOD CORP.,,101,BEDFORD AVE,,BROOKLYN,NY,11211,9172884620,Brooklyn,3,301,33,3251727,3022910001,BK73,517,,-73.95501381080219,40.72034822525668,"(40.72034822525668, -73.95501381080219)"
2034039-1-DCA,Business,12/31/2023,Active,03/07/2016,Tobacco Retail Dealer,"PAREKH, KISHOR T",,N/E/C,EAST   86 STREET,LEXINGTON AVENUE,NEW YORK,NY,10028,9177150947,Manhattan,1,108,04,,,,,,-73.95558406794517,40.77949776479802,"(40.77949776479802, -73.95558406794517)"
2065661-1-DCA,Business,12/31/2023,Active,02/03/2018,Tobacco Retail Dealer,JOEY KATABI CORP,JOEY TELECOMMUNICATION,361,UTICA AVE,,BROOKLYN,NY,11213,929-210-8820,Brooklyn,3,309,41,3379353,3014150007,BK61,349,,-73.93140446144339,40.66574036952869,"(40.66574036952869, -73.93140446144339)"
1352047-DCA,Business,12/31/2023,Active,04/29/2010,Tobacco Retail Dealer,MONTERO'S GROCERY CORP.,,4101,99TH ST,,CORONA,NY,11368,718-507-4603,Queens,4,404,21,4040499,4016160109,QN26,407,,-73.86556327485616,40.74777275689571,"(40.74777275689571, -73.86556327485616)"
2042466-1-DCA,Business,12/31/2023,Active,08/16/2016,Tobacco Retail Dealer,CARROLL GARDENS DELI & GRILL CORP.,FOOD U DESIRE,301,SMITH ST,,BROOKLYN,NY,11231,718-852-6035,Brooklyn,3,306,39,3007052,3004290001,BK33,75,,-73.9938058083609,40.68177916260592,"(40.68177916260592, -73.9938058083609)"
1438351-DCA,Business,12/31/2023,Active,07/21/2012,Tobacco Retail Dealer,"BERITO'S DELI & GROCERY, CORP.",,180,BAY 32ND ST,,BROOKLYN,NY,11214,718-996-3452,Brooklyn,3,311,47,3169034,3064490034,BK28,294,,-73.99619744233758,40.59733592997096,"(40.59733592997096, -73.99619744233758)"
2009102-1931-DCA,Business,12/31/2023,Active,06/03/2014,Tobacco Retail Dealer,"ALBOKAIR, MOHAMED M",SHAMSALDEEN FOOD MARKET,313,NOSTRAND AVE,,BROOKLYN,NY,11216,718-230-7187,Brooklyn,3,303,36,3050618,3018030010,BK75,251,,-73.95100823304952,40.687618008889146,"(40.687618008889146, -73.95100823304952)"
1440359-DCA,Business,12/31/2023,Active,08/09/2012,Tobacco Retail Dealer,"SANTANA, MAXIMO A.",,269,TROY AVE,,BROOKLYN,NY,11213,7189534790,Brooklyn,3,308,35,3037288,3013890007,BK61,353,,-73.93656947292078,40.66993186454947,"(40.66993186454947, -73.93656947292078)"
1305129-DCA,Business,12/31/2023,Active,11/28/2008,Tobacco Retail Dealer,BUSHWICK PETROLEUM LLC,,1610,BUSHWICK AVE,,BROOKLYN,NY,11207,718-455-8053,Brooklyn,3,304,37,3388955,3034740027,BK78,405,,-73.9031727478369,40.68096730781436,"(40.68096730781436, -73.9031727478369)"
2035916-1-DCA,Business,12/31/2023,Active,04/12/2016,Tobacco Retail Dealer,COLUMBIA SMOKE SHOP INC,,974,AMSTERDAM AVE,,NEW YORK,NY,10025,917-208-3240,Manhattan,1,107,07,1056659,1018790036,MN09,195,,-73.9648375762399,40.80164819608709,"(40.80164819608709, -73.9648375762399)"
2080557-1-DCA,Business,12/31/2023,Active,12/10/2018,Tobacco Retail Dealer,FOOD U DESIRE 3 CORP.,,18,1ST AVE,,NEW YORK,NY,10009,212-677-1500,Manhattan,1,103,02,1005732,1004290005,MN22,3002,,-73.9882388174079,40.72351837504246,"(40.72351837504246, -73.9882388174079)"
2066506-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,"SHIV SHAKTI CONVENIENCE, INC.",,803,NOSTRAND AVE,,BROOKLYN,NY,11225,917-775-4341,Brooklyn,3,309,35,3032926,3012690002,BK63,319,,-73.95055313686079,40.669203124385255,"(40.669203124385255, -73.95055313686079)"
1346395-DCA,Business,12/31/2023,Active,03/03/2010,Tobacco Retail Dealer,MARY'S EXPRESS DELI & GROCERY LLC,,5119,SKILLMAN AVE,,WOODSIDE,NY,11377,718-651-5577,Queens,4,402,26,4000883,4001280069,QN31,169,,-73.91311108196709,40.74600964932057,"(40.74600964932057, -73.91311108196709)"
1042225-DCA,Business,12/31/2023,Active,03/31/2008,Tobacco Retail Dealer,U.M.K. INC.,,5582,BROADWAY,,BRONX,NY,10463,718-549-3175,Bronx,2,208,11,2016158,2032670082,BX29,283,,-73.9046670107147,40.87907534714169,"(40.87907534714169, -73.9046670107147)"
1156343-DCA,Business,12/31/2023,Active,11/21/2003,Tobacco Retail Dealer,LABORBOX INC.,,579,92ND ST,,BROOKLYN,NY,11209,718-748-3595,Brooklyn,3,310,43,3154861,3060900052,BK31,160,,-74.02687053521105,40.61664248842647,"(40.61664248842647, -74.02687053521105)"
2066515-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,ONE LUCKY 7 CONVENIENCE STORE INC.,,659,MORRIS PARK AVE,,BRONX,NY,10462,718-684-3316,Bronx,2,211,15,2043410,2040480006,BX37,236,,-73.86742340957133,40.84496036018933,"(40.84496036018933, -73.86742340957133)"
1188239-DCA,Business,12/31/2023,Active,01/26/2005,Tobacco Retail Dealer,LIC DELI CORP.,,2831,BORDEN AVE,,LONG IS CITY,NY,11101,718-392-0757,Queens,4,402,26,4003561,4002920300,QN31,199,,-73.94116259338374,40.73875380429921,"(40.73875380429921, -73.94116259338374)"
1344011-DCA,Business,12/31/2023,Active,01/29/2010,Tobacco Retail Dealer,"MILLER, SHEILA",,,WEST   72 STREET,AMSTERDAM AVENUE,NEW YORK,NY,10023,9179524748,Manhattan,1,107,06,,,,,,-73.98162148906776,40.77860733030423,"(40.77860733030423, -73.98162148906776)"
2076873-1-DCA,Business,12/31/2023,Active,08/09/2018,Tobacco Retail Dealer,SALCEDO SUPERMARKET CORP,,1318,LAFAYETTE AVE,,BRONX,NY,10474,718-842-6688,Bronx,2,202,17,2006552,2027630220,BX27,117,,-73.88629833721949,40.81689932676461,"(40.81689932676461, -73.88629833721949)"
2066577-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,ROCKY FOOD INC,,1117,MCDONALD AVE,,BROOKLYN,NY,11230,718-377-2952,Brooklyn,3,312,44,3170383,3065040030,BK42,46201,,-73.9762561826216,40.62613192111533,"(40.62613192111533, -73.9762561826216)"
2096770-1-DCA,Business,12/31/2023,Active,10/27/2020,Tobacco Retail Dealer,JOOD FOOD CORP,,4707,ARTHUR KILL RD,,STATEN ISLAND,NY,10309,7189480400,Staten Island,5,503,51,5087233,5076140020,,,,-74.23937011616994,40.527898093543946,"(40.527898093543946, -74.23937011616994)"
2077429-1-DCA,Business,12/31/2023,Active,08/24/2018,Tobacco Retail Dealer,STAR SERVICE STATION INC,,22820,MERRICK BLVD,,LAURELTON,NY,11413,718-276-7064,Queens,4,413,31,4282539,4131550035,QN66,632,,-73.74194757356761,40.67660150414049,"(40.67660150414049, -73.74194757356761)"
2066231-1-DCA,Business,12/31/2023,Active,02/16/2018,Tobacco Retail Dealer,WILSON 26 DELI GROCERY CORP,,26,WILSON AVE,,BROOKLYN,NY,11237,347-249-5734,Brooklyn,3,304,34,3071925,3031540035,BK78,425,,-73.93011082213093,40.703189267182736,"(40.703189267182736, -73.93011082213093)"
1428739-DCA,Business,12/31/2023,Active,05/17/2012,Tobacco Retail Dealer,MY FAMILY DELI GROCERY CORP.,,54,E 181ST ST,,BRONX,NY,10453,718-220-0105,Bronx,2,205,14,2013952,2031780031,BX41,241,,-73.90456014734617,40.85527324284291,"(40.85527324284291, -73.90456014734617)"
1159197-DCA,Business,12/31/2023,Active,01/23/2004,Tobacco Retail Dealer,FIFTH AVENUE DELI-MART INC.,,1318,5TH AVE,,NEW YORK,NY,10026,347-728-1738,Manhattan,1,110,09,1051399,1015940040,MN11,186,,-73.94883622601098,40.79742904770322,"(40.79742904770322, -73.94883622601098)"
1332017-DCA,Business,12/31/2023,Active,09/04/2009,Tobacco Retail Dealer,3RD AVE FOOD CORP I,,325,3RD AVE,,NEW YORK,NY,10010,212-689-0316,Manhattan,1,106,02,1019784,1009050003,MN20,66,,-73.98251633335116,40.73968150949163,"(40.73968150949163, -73.98251633335116)"
1378323-DCA,Business,12/31/2023,Active,12/06/2010,Tobacco Retail Dealer,PAPA MINI MARKET NY CORP.,,303,TOMPKINS AVE,,BROOKLYN,NY,11216,718-453-4579,Brooklyn,3,303,36,3050979,3018100009,BK75,265,,-73.94474860072862,40.687609684153564,"(40.687609684153564, -73.94474860072862)"
1347543-DCA,Business,12/31/2023,Active,03/17/2010,Tobacco Retail Dealer,GREEN LAND FARM DELI & GROCERY CORP.,,4313,KATONAH AVE,,BRONX,NY,10470,917-244-0841,Bronx,2,212,11,2099133,2033780057,BX62,44902,,-73.86748902301069,40.89911329639683,"(40.89911329639683, -73.86748902301069)"
1376551-DCA,Business,12/31/2023,Active,11/09/2010,Tobacco Retail Dealer,"AGAVE DELI GROCERY, CORP.",,252,KINGS HWY,,BROOKLYN,NY,11223,718-266-1006,Brooklyn,3,311,47,3176674,3066480024,BK29,426,,-73.9814639197988,40.60530538869539,"(40.60530538869539, -73.9814639197988)"
2047422-1-DCA,Business,12/31/2023,Active,01/17/2017,Tobacco Retail Dealer,JS GOURMET DELI GROCERY CORP,,1881,MCGRAW AVE,,BRONX,NY,10462,347-691-8705,Bronx,2,209,18,2029059,2039360042,BX46,21602,,-73.86279347388394,40.834445442290324,"(40.834445442290324, -73.86279347388394)"
1421773-DCA,Business,12/31/2023,Active,03/19/2012,Tobacco Retail Dealer,WESTSIDE STOP ONE DELI CORP.,,700,AMSTERDAM AVE,,NEW YORK,NY,10025,212-531-1124,Manhattan,1,107,06,1033650,1012410036,MN12,179,,-73.97135378310915,40.79271590890203,"(40.79271590890203, -73.97135378310915)"
2046987-1-DCA,Business,12/31/2023,Active,01/03/2017,Tobacco Retail Dealer,O AND V DELI GROCERY CORP,,1397,FRANKLIN AVE,,BRONX,NY,10456,347-590-2463,Bronx,2,203,16,2009702,2029310057,BX35,149,,-73.90023956505676,40.83412160940038,"(40.83412160940038, -73.90023956505676)"
1448321-DCA,Business,12/31/2023,Active,10/17/2012,Tobacco Retail Dealer,2001 GOURMET DELI INC.,,2001,CLINTON AVE,,BRONX,NY,10457,718-733-0918,Bronx,2,206,17,2012682,2030950057,BX17,371,,-73.88885754575216,40.84637457095392,"(40.84637457095392, -73.88885754575216)"
1449663-DCA,Business,12/31/2023,Active,11/08/2012,Tobacco Retail Dealer,FANA DELI GROCERY CORP.,,3601,108TH ST,,CORONA,NY,11368,7184293183,Queens,4,403,21,4043638,4017520055,QN26,381,,-73.8603917701283,40.754540649454796,"(40.754540649454796, -73.8603917701283)"
2080571-1-DCA,Business,12/31/2023,Active,12/10/2018,Tobacco Retail Dealer,AAA PLUS DELI INC,,4012,HAMPTON ST,,ELMHURST,NY,11373,516-847-4845,Queens,4,404,25,4037154,4015050005,QN29,26901,,-73.88235795630699,40.74674812946121,"(40.74674812946121, -73.88235795630699)"
2039219-1-DCA,Business,12/31/2023,Active,06/20/2016,Tobacco Retail Dealer,CHHAYA NEWS INC,,204,W 35TH ST,,NEW YORK,NY,10123,2129671347,Manhattan,1,105,03,1014410,1007840048,MN17,109,,-73.99064479853418,40.751863654241404,"(40.751863654241404, -73.99064479853418)"
1368659-DCA,Business,12/31/2023,Active,08/30/2010,Tobacco Retail Dealer,YANKEE DELI INC.,,647,E 11TH ST,,NEW YORK,NY,10009,212-677-7373,Manhattan,1,103,02,1004914,1003940044,MN28,28,,-73.97832726698618,40.72699454342114,"(40.72699454342114, -73.97832726698618)"
2080285-1-DCA,Business,12/31/2023,Active,11/28/2018,Tobacco Retail Dealer,PROSPECT PARK SOUTH DELI GROCERY INC,,1201,CHURCH AVE,,BROOKLYN,NY,11218,718-282-5184,Brooklyn,3,314,40,3116402,3050730041,BK42,506,,-73.96830265775253,40.64739661381603,"(40.64739661381603, -73.96830265775253)"
1338725-DCA,Business,12/31/2023,Active,11/13/2009,Tobacco Retail Dealer,"NAHSHAL, RIYADH M",PARK PLACE DELI GROCERY,539,PARK PL,,BROOKLYN,NY,11238,718-399-9055,Brooklyn,3,308,35,3028961,3011620057,BK61,305,,-73.96053497828241,40.674981990564234,"(40.674981990564234, -73.96053497828241)"
1443499-DCA,Business,12/31/2023,Active,08/31/2012,Tobacco Retail Dealer,KINGS II DELI & GROCERY INC.,,2105,AVENUE Z,,BROOKLYN,NY,11235,347-481-8812,Brooklyn,3,315,48,3204453,3074410339,BK17,59401,,-73.94814647667896,40.58865621674903,"(40.58865621674903, -73.94814647667896)"
2037487-1-DCA,Business,12/31/2023,Active,05/12/2016,Tobacco Retail Dealer,GREEN GARDEN 1 DELI CORP,,2801,NOSTRAND AVE,,BROOKLYN,NY,11229,3474222824,Brooklyn,3,318,45,3211397,3076920094,BK45,644,,-73.94475407038543,40.615726571579465,"(40.615726571579465, -73.94475407038543)"
1365409-DCA,Business,12/31/2023,Active,08/06/2010,Tobacco Retail Dealer,"1630A NEW YORK DELI GROCERY, INC.",,1630A,SAINT NICHOLAS AVE,,NEW YORK,NY,10040,212-923-3397,Manhattan,1,112,10,1063866,1021610013,MN35,277,,-73.92891288851122,40.8558891637268,"(40.8558891637268, -73.92891288851122)"
2096597-1-DCA,Business,12/31/2023,Active,10/07/2020,Tobacco Retail Dealer,BHAKTI 42 INC,,4239,MAIN ST,,FLUSHING,NY,11355,9179817451,Queens,4,407,20,4115869,4051360008,,,,-73.82775308437097,40.754071032328355,"(40.754071032328355, -73.82775308437097)"
1432635-DCA,Business,12/31/2023,Active,06/06/2012,Tobacco Retail Dealer,9 ST QUICK STOP INC.,,335,7TH AVE,,BROOKLYN,NY,11215,917-330-4430,Brooklyn,3,306,39,3025981,3010920001,BK37,151,,-73.98176047495717,40.66665691723971,"(40.66665691723971, -73.98176047495717)"
2066693-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,255 E 95 ST FOOD CORP,,1099,CLARKSON AVE,,BROOKLYN,NY,11212,347-433-9001,Brooklyn,3,317,41,3100684,3046310058,BK96,884,,-73.9216606155871,40.66012107182645,"(40.66012107182645, -73.9216606155871)"
2066393-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,"KHAN, MD LIAKAT",,N/E/C,VALENTINE AVENUE,EAST FORDHAM ROAD,BRONX,NY,10458,347-320-3510,Bronx,2,205,15,,,,,,-73.89588435922018,40.86225923980916,"(40.86225923980916, -73.89588435922018)"
1072851-DCA,Business,12/31/2023,Active,02/26/2001,Tobacco Retail Dealer,JOSELIN GROCERY CORP.,,2238,MORRIS AVE,,BRONX,NY,10453,718-562-1187,Bronx,2,205,14,2013860,2031710001,BX40,23704,,-73.90256212193948,40.85705837422052,"(40.85705837422052, -73.90256212193948)"
1054357-DCA,Business,12/31/2023,Active,12/06/2000,Tobacco Retail Dealer,"GHALEB, ALI A",WOODLAWN GIFT SHOP,4309,KATONAH AVE,,BRONX,NY,10470,718-325-0520,Bronx,2,212,11,2019150,2033770053,BX62,44902,,-73.86743890699343,40.89884974930453,"(40.89884974930453, -73.86743890699343)"
2096818-1-DCA,Business,12/31/2023,Active,10/30/2020,Tobacco Retail Dealer,2290 FOREST AVE ENTERPRISE INC,7 ELEVEN STORE #38309B,2290,FOREST AVE,,STATEN ISLAND,NY,10303,7322079448,Staten Island,5,501,49,,,,,,-74.1660439138508,40.62726060513916,"(40.62726060513916, -74.1660439138508)"
2012423-1-DCA,Business,12/31/2023,Active,08/25/2014,Tobacco Retail Dealer,COURT STREET CORNER SHOP INC.,,304,COURT ST,,BROOKLYN,NY,11231,917-771-8762,Brooklyn,3,306,39,3004045,3003260064,BK33,67,,-73.99519376384491,40.68384878723601,"(40.68384878723601, -73.99519376384491)"
2035321-1-DCA,Business,12/31/2023,Active,03/31/2016,Tobacco Retail Dealer,RICHY DELI GROCERY CORP,,2334,WASHINGTON AVE,,BRONX,NY,10458,7185621819,Bronx,2,206,15,2011631,2030530074,BX01,385,,-73.89234408899046,40.85613805063247,"(40.85613805063247, -73.89234408899046)"
2066615-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,JALPA 117 INC,METRO DELI & GROCERY,11701,HILLSIDE AVE,,RICHMOND HILL,NY,11418,646-331-8591,Queens,4,409,29,4193412,4092570054,QN54,132,,-73.83264563501751,40.700184854687755,"(40.700184854687755, -73.83264563501751)"
1244111-DCA,Business,12/31/2023,Active,05/12/2008,Tobacco Retail Dealer,DIA DELI GROCERY CORP,,1155,E TREMONT AVE,,BRONX,NY,10460,718-822-2390,Bronx,2,206,15,2042470,2040070022,BX17,220,,-73.87519285923649,40.83988856910915,"(40.83988856910915, -73.87519285923649)"
2066759-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,"ON THE WAY CONVENIENCE, INC.",,569,92ND ST,,BROOKLYN,NY,11209,347-988-8316,Brooklyn,3,310,43,3154862,3060900055,BK31,160,,-74.0271011133856,40.616774184355954,"(40.616774184355954, -74.0271011133856)"
2034960-1-DCA,Business,12/31/2023,Active,03/25/2016,Tobacco Retail Dealer,FOOD U DESIRE 2 CORP,FOOD U DESIRE,423,7TH AVE,,BROOKLYN,NY,11215,646-436-0439,Brooklyn,3,306,39,3325212,3011020008,BK37,149,,-73.98415464336416,40.66378897879231,"(40.66378897879231, -73.98415464336416)"
1049447-DCA,Business,12/31/2023,Active,11/01/2000,Tobacco Retail Dealer,"SEEBACHAN, LUTCHMIN",,S/W/C,BROADWAY,WEST   91 STREET,NEW YORK,NY,10024,212-924-8321,Manhattan,1,107,06,,,,,,-73.97410621235743,40.791467707749376,"(40.791467707749376, -73.97410621235743)"
1065523-DCA,Business,12/31/2023,Active,10/30/2000,Tobacco Retail Dealer,GHANSHYAM P. PATEL TRADING INC.,,3971,61ST ST,,WOODSIDE,NY,11377,718-672-6135,Queens,4,402,26,4030042,4012940036,QN63,261,,-73.90349422569821,40.74533227370498,"(40.74533227370498, -73.90349422569821)"
1136215-DCA,Business,12/31/2023,Active,04/22/2003,Tobacco Retail Dealer,"GARCIA, IRIS",GARCIA'S GROCERY,1201,FOSTER AVE,,BROOKLYN,NY,11230,718-859-4303,Brooklyn,3,314,40,3121092,3052330025,BK42,526,,-73.96555338378309,40.632895118154984,"(40.632895118154984, -73.96555338378309)"
1268539-DCA,Business,12/31/2023,Active,09/21/2007,Tobacco Retail Dealer,GNP SUNIL CORP.,,585,W 235TH ST,,BRONX,NY,10463,718-543-2591,Bronx,2,208,11,2084164,2057950546,BX29,297,,-73.91113446915814,40.88588184907846,"(40.88588184907846, -73.91113446915814)"
2079006-1-DCA,Business,12/31/2023,Active,10/11/2018,Tobacco Retail Dealer,TITA MINI MARKET #2 CORP,,137,E GUN HILL RD,,BRONX,NY,10467,6466423084,Bronx,2,207,11,2017801,2033280064,BX43,431,,-73.87882551588879,40.88125509575951,"(40.88125509575951, -73.87882551588879)"
2075269-1-DCA,Business,12/31/2023,Active,07/09/2018,Tobacco Retail Dealer,EL PATIO DELI CORP,,2082,MADISON AVE,,NEW YORK,NY,10037,9783909307,Manhattan,1,111,09,1054307,1017560014,MN03,206,,-73.93781988815412,40.80962668365211,"(40.80962668365211, -73.93781988815412)"
2078737-1-DCA,Business,12/31/2023,Active,10/02/2018,Tobacco Retail Dealer,MAHANT 979 INC,,979,1ST AVE,,NEW YORK,NY,10022,347-701-1924,Manhattan,1,106,04,1071924,1013467503,MN19,98,,-73.96447535394185,40.75619525529885,"(40.75619525529885, -73.96447535394185)"
2032746-1-DCA,Business,12/31/2023,Active,01/27/2016,Tobacco Retail Dealer,TOKYO MARKET INC.,,3315,BROADWAY,,ASTORIA,NY,11106,7189328029,Queens,4,401,22,4008871,4006230003,QN70,61,,-73.92358493066591,40.76113788736194,"(40.76113788736194, -73.92358493066591)"
2017044-1-DCA,Business,12/31/2023,Active,01/05/2015,Tobacco Retail Dealer,N NEWS LLC,,N/E/C,PARK PLACE,CHURCH STREET,NEW YORK,NY,10007,917-582-5704,Manhattan,1,101,01,,,,,,-74.00925599630611,40.71325594707911,"(40.71325594707911, -74.00925599630611)"
2044913-1-DCA,Business,12/31/2023,Active,10/21/2016,Tobacco Retail Dealer,MY SMOKE SHOP INC,,1805,FOREST AVE,,STATEN ISLAND,NY,10303,917-605-2451,Staten Island,5,501,49,5107135,5011800001,SI12,239,,-74.14911814240419,40.625156588544,"(40.625156588544, -74.14911814240419)"
2013270-1-DCA,Business,12/31/2023,Active,09/11/2014,Tobacco Retail Dealer,LA MINA MINI MARKET CORP.,,1000,HOE AVE,,BRONX,NY,10459,718-617-9142,Bronx,2,202,17,2006109,2027490001,BX27,119,,-73.89043144098281,40.82343850709147,"(40.82343850709147, -73.89043144098281)"
2078908-1-DCA,Business,12/31/2023,Active,10/09/2018,Tobacco Retail Dealer,TRIADA MINIMARKET CORP,,157,BROOME ST,,NEW YORK,NY,10002,917-261-6795,Manhattan,1,103,01,1004077,1003410075,MN28,1402,,-73.98527118746058,40.716606730161864,"(40.716606730161864, -73.98527118746058)"
